"dod_nbr","dod_so","dod_line","dod_part","dod_qty","do_um","do_status","SPB Create Date"
"50101443","50101250","2","083-0009-0.9LT","12.00","EA","2","2021-02-26"
"50101443","50101250","3","083-0013-0.9LT","18.00","EA","2","2021-02-26"
"50101443","50101250","4","083-0525-0.9LT","18.00","EA","2","2021-02-26"
"50101443","50101250","5","083-2627-0.9LT","18.00","EA","2","2021-02-26"
"50101443","50101250","6","083-2814-0.9LT","18.00","EA","2","2021-02-26"
"50101444","50101251","5","083-7611-0.9LT","12.00","EA","2","2021-02-26"
"50101444","50101251","6","083-3566-0.9LT","12.00","EA","2","2021-02-26"
"50101444","50101251","1","083-3108-0.9LT","12.00","EA","2","2021-02-26"
"50101444","50101251","2","083-6510-0.9LT","12.00","EA","2","2021-02-26"
"50101444","50101251","3","083-6619-0.9LT","12.00","EA","2","2021-02-26"
"50101444","50101251","4","083-8722-0.9LT","12.00","EA","2","2021-02-26"
"50101445","50101252","1","083-3568-0.9LT","12.00","EA","2","2021-02-26"
"50101445","50101252","2","083-6209-0.9LT","12.00","EA","2","2021-02-26"
"50101445","50101252","3","083-8723-0.9LT","12.00","EA","2","2021-02-26"
"50101445","50101252","4","083-8754-0.9LT","18.00","EA","2","2021-02-26"
"50101445","50101252","5","083-9426-0.9LT","12.00","EA","2","2021-02-26"
"50101445","50101252","6","083-8756-0.9LT","18.00","EA","2","2021-02-26"
"50101446","50101253","1","591-0001-2.5LT","16.00","EA","2","2021-02-26"
"50101446","50101253","2","799-AXX-1LT","3.00","EA","2","2021-02-26"
"50101446","50101253","3","799-B-1LT","3.00","EA","2","2021-02-26"
"50101446","50101253","4","799-F-1LT","4.00","EA","2","2021-02-26"
"50101446","50101253","5","799-I-1LT","4.00","EA","2","2021-02-26"
"50101446","50101253","6","799-KX-1LT","4.00","EA","2","2021-02-26"
"50101447","50101264","1","268-B001-2.5LT","16.00","EA","2","2021-02-26"
"50101447","50101264","2","281-2290-5KG","16.00","EA","2","2021-02-26"
"50101447","50101264","4","267-A001-2.5LT","8.00","EA","2","2021-02-26"
"50101447","50101264","5","268-A001-2.5LT","12.00","EA","2","2021-02-26"
"50101447","50101264","6","292-A001-2.5LT","12.00","EA","2","2021-02-26"
"50101448","50101265","1","105-0104-0.9LTSET","12.00","EA","2","2021-02-26"
"50101449","50101266","1","083-8754-0.9LT","12.00","EA","2","2021-02-26"
"50101449","50101266","2","083-2814-0.9LT","12.00","EA","2","2021-02-26"
"50101449","50101266","3","980-6590-1LT","12.00","EA","2","2021-02-26"
"50101450","50101233","1","281-A001-5KG","20.00","EA","2","2021-02-26"
"50101450","50101233","2","281-B001-5KG","12.00","EA","2","2021-02-26"
"50101450","50101233","3","281-C001-5KG","12.00","EA","2","2021-02-26"
"50101450","50101233","4","281-A001-25KG","5.00","EA","2","2021-02-26"
"50101450","50101233","5","281-2290-5KG","8.00","EA","2","2021-02-26"
"50101450","50101233","6","281-2290-25KG","3.00","EA","2","2021-02-26"
"50101451","50101234","1","267-A001-20LT","2.00","EA","2","2021-02-26"
"50101451","50101234","2","267-D001-20LT","1.00","EA","2","2021-02-26"
"50101451","50101234","3","292-A001-20LT","2.00","EA","2","2021-02-26"
"50101451","50101234","4","292-A001-2.5LT","12.00","EA","2","2021-02-26"
"50101451","50101234","5","292-D001-20LT","1.00","EA","2","2021-02-26"
"50101452","50101235","1","268-A001-2.5LT","20.00","EA","2","2021-02-26"
"50101452","50101235","2","268-A001-20LT","3.00","EA","2","2021-02-26"
"50101452","50101235","3","268-B001-20LT","2.00","EA","2","2021-02-26"
"50101452","50101235","4","268-2290-20LT","2.00","EA","2","2021-02-26"
"50101452","50101235","5","268-D001-2.5LT","12.00","EA","2","2021-02-26"
"50101453","50101236","1","799-B-1LT","3.00","EA","2","2021-02-26"
"50101453","50101236","2","799-C-1LT","3.00","EA","2","2021-02-26"
"50101453","50101236","3","799-D-1LT","3.00","EA","2","2021-02-26"
"50101453","50101236","4","799-E-1LT","3.00","EA","2","2021-02-26"
"50101453","50101236","5","799-T-1LT","3.00","EA","2","2021-02-26"
"50101453","50101236","6","799-AXX-1LT","3.00","EA","2","2021-02-26"
"50101454","50101237","1","799-KX-1LT","3.00","EA","2","2021-02-26"
"50101454","50101237","2","796-V-1LT","3.00","EA","2","2021-02-26"
"50101454","50101237","3","799-AN-1LT","3.00","EA","2","2021-02-26"
"50101454","50101237","4","083-0001-0.9LT","30.00","EA","2","2021-02-26"
"50101454","50101237","5","083-0009-0.9LT","12.00","EA","2","2021-02-26"
"50101455","50101238","1","273-8286-3.785LT","4.00","EA","2","2021-02-26"
"50101455","50101238","2","273-4287-3.785LT","4.00","EA","2","2021-02-26"
"50101455","50101238","3","273-1211-3.785LT","4.00","EA","2","2021-02-26"
"50101455","50101238","4","273-0020-3.785LT","8.00","EA","2","2021-02-26"
"50101455","50101238","5","980-8007-1LT","12.00","EA","2","2021-02-26"
"50101455","50101238","6","980-5274-1LT","12.00","EA","2","2021-02-26"
"50101456","50101239","1","083-0309-0.9LT","12.00","EA","2","2021-02-26"
"50101456","50101239","2","083-2626-0.9LT","12.00","EA","2","2021-02-26"
"50101456","50101239","3","083-2814-0.9LT","30.00","EA","2","2021-02-26"
"50101456","50101239","4","083-5701-0.9LT","12.00","EA","2","2021-02-26"
"50101456","50101239","5","083-8211-0.9LT","12.00","EA","2","2021-02-26"
"50101456","50101239","6","083-8213-0.9LT","12.00","EA","2","2021-02-26"
"50101457","50101240","1","083-8216-0.9LT","12.00","EA","2","2021-02-26"
"50101457","50101240","2","083-8352-0.9LT","12.00","EA","2","2021-02-26"
"50101457","50101240","3","083-9426-0.9LT","12.00","EA","2","2021-02-26"
"50101457","50101240","4","083-6619-0.9LT","12.00","EA","2","2021-02-26"
"50101457","50101240","5","083-8722-0.9LT","12.00","EA","2","2021-02-26"
"50101458","50101270","1","430-5040-1LTSET","6.00","EA","2","2021-02-26"
"50101459","50101255","1","145-0001-1LTSET","10.00","EA","2","2021-02-26"
"50101459","50101255","2","223-2168-1LT","6.00","EA","2","2021-02-26"
"50101460","50101045","1","245-4562-1LT","6.00","EA","2","2021-02-26"
"50101461","50101276","1","281-3538-5KG","2.00","EA","2","2021-02-26"
"50101461","50101276","2","083-0001-0.9LT","6.00","EA","2","2021-02-26"
"50101461","50101276","3","083-5703-0.9LT","3.00","EA","2","2021-02-26"
"50101461","50101276","4","083-8349-0.9LT","3.00","EA","2","2021-02-26"
"50101461","50101276","5","222-2833-200ML","12.00","EA","2","2021-02-26"
"50101461","50101276","6","222-0020-200ML","12.00","EA","2","2021-02-26"
"50101462","50101269","1","430-5050-1LTSET","12.00","EA","2","2021-02-26"
"50101462","50101269","2","430-5054-1LTSET","6.00","EA","2","2021-02-26"
"50101463","50101216","1","430-5040-1LTSET","60.00","EA","2","2021-02-26"
"50101463","50101216","2","442-0099-1LT","36.00","EA","2","2021-02-26"
"50101464","50101217","1","222-2261-1LT","18.00","EA","2","2021-02-26"
"50101464","50101217","2","222-6352-1LT","18.00","EA","2","2021-02-26"
"50101464","50101217","3","222-0001-1LT","60.00","EA","2","2021-02-26"
"50101464","50101217","4","222-0020-1LT","24.00","EA","2","2021-02-26"
"50101465","50101283","1","281-1111-5KG","2.00","EA","2","2021-02-26"
"50101465","50101283","2","222-0001-1LT","2.00","EA","2","2021-02-26"
"50101466","50101284","1","105-4660-0.9LTSET","12.00","EA","2","2021-02-26"
"50101467","50101241","1","105-0099-0.9LTSET","1.00","EA","2","2021-02-26"
"50101468","50101242","1","222-2285-1LT","2.00","EA","2","2021-02-26"
"50101468","50101242","2","222-4106-1LT","2.00","EA","2","2021-02-26"
"50101468","50101242","3","222-0001-1LT","4.00","EA","2","2021-02-26"
"50101468","50101242","4","245-5542-1LT","3.00","EA","2","2021-02-26"
"50101469","50101287","1","267-A001-2.5LT","20.00","EA","2","2021-02-26"
"50101470","50101299","1","222-5542-1LT","6.00","EA","2","2021-02-26"
"50101470","50101299","2","222-1316-1LT","3.00","EA","2","2021-02-26"
"50101471","50101300","1","222-2833-1LT","3.00","EA","2","2021-02-26"
"50101471","50101300","2","222-6621-1LT","3.00","EA","2","2021-02-26"
"50101472","50101231","1","273-7683-3.785LT","6.00","EA","2","2021-02-26"
"50101472","50101231","3","273-4249-3.785LT","2.00","EA","2","2021-02-26"
"50101472","50101231","4","273-0020-3.785LT","1.00","EA","2","2021-02-26"
"50101472","50101231","5","105-1627-0.9LTSET","6.00","EA","2","2021-02-26"
"50101473","50101232","1","083-8723-0.9LT","6.00","EA","2","2021-02-26"
"50101473","50101232","2","799-C-1LT","3.00","EA","2","2021-02-26"
"50101473","50101232","3","281-B001-5KG","4.00","EA","2","2021-02-26"
"50101473","50101232","4","268-A001-20LT","2.00","EA","2","2021-02-26"
"50101473","50101232","5","281-2290-25KG","2.00","EA","2","2021-02-26"
"50101473","50101232","6","281-2290-5KG","4.00","EA","2","2021-02-26"
"50101474","50101301","1","105-3562-0.9LTSET","6.00","EA","2","2021-02-26"
"50101475","50101294","1","105-4292-0.9LTSET","1.00","EA","2","2021-02-26"
"50101475","50101294","2","105-3562-0.9LTSET","3.00","EA","2","2021-02-26"
"50101476","50101175","1","430-5040-1LTSET","24.00","EA","2","2021-02-26"
"50101477","50101286","1","222-1187-1LT","24.00","EA","2","2021-02-27"
"50101478","50101289","1","799-T-1LT","2.00","EA","2","2021-02-27"
"50101478","50101289","2","796-V-1LT","2.00","EA","2","2021-02-27"
"50101478","50101289","3","799-C-1LT","2.00","EA","2","2021-02-27"
"50101478","50101289","4","591-0001-2.5LT","4.00","EA","2","2021-02-27"
"50101478","50101289","5","281-A001-5KG","4.00","EA","2","2021-02-27"
"50101479","50101290","1","292-A001-2.5LT","8.00","EA","2","2021-02-27"
"50101479","50101290","2","268-A001-2.5LT","8.00","EA","2","2021-02-27"
"50101479","50101290","3","268-B001-2.5LT","4.00","EA","2","2021-02-27"
"50101479","50101290","4","267-B001-2.5LT","4.00","EA","2","2021-02-27"
"50101479","50101290","5","267-D001-2.5LT","1.00","EA","2","2021-02-27"
"50101480","50101291","1","105-0001-0.9LTSET","12.00","EA","2","2021-02-27"
"50101480","50101291","2","105-0020-0.9LTSET","6.00","EA","2","2021-02-27"
"50101481","50101292","1","105-3562-0.9LTSET","6.00","EA","2","2021-02-27"
"50101481","50101292","2","105-5476-0.9LTSET","4.00","EA","2","2021-02-27"
"50101482","50101293","1","281-A001-25KG","5.00","EA","2","2021-02-27"
"50101482","50101293","2","281-B001-25KG","1.00","EA","2","2021-02-27"
"50101482","50101293","3","268-B001-20LT","1.00","EA","2","2021-02-27"
"50101482","50101293","4","268-D001-20LT","1.00","EA","2","2021-02-27"
"50101483","50101303","1","292-A001-2.5LT","2.00","EA","2","2021-02-27"
"50101484","50101304","1","281-A001-5KG","40.00","EA","2","2021-02-27"
"50101485","50101305","1","083-8220-0.9LT","12.00","EA","2","2021-02-27"
"50101485","50101305","2","105-0001-0.9LTSET","6.00","EA","2","2021-02-27"
"50101485","50101305","3","281-A001-25KG","10.00","EA","2","2021-02-27"
"50101485","50101305","4","292-A001-20LT","3.00","EA","2","2021-02-27"
"50101486","50101302","1","430-5054-1LTSET","6.00","EA","2","2021-02-27"
"50101486","50101302","2","222-0006-1LT","6.00","EA","2","2021-02-27"
"50101486","50101302","3","222-6621-1LT","18.00","EA","2","2021-02-27"
"50101487","50101288","1","222-3263-1LT","22.00","EA","2","2021-02-27"
"50101488","50101307","1","245-1342-1LT","18.00","EA","2","2021-02-27"
"50101488","50101307","2","083-2814-0.9LT","30.00","EA","2","2021-02-27"
"50101489","50100922","1","245-4562-1LT","4.00","EA","2","2021-02-27"
"50101490","50101166","1","083-5701-0.9LT","12.00","EA","2","2021-02-27"
"50101490","50101166","2","222-1176-1LT","12.00","EA","2","2021-02-27"
"50101491","50101285","2","222-2833-1LT","12.00","EA","2","2021-02-27"
"50101491","50101285","3","222-0001-1LT","6.00","EA","2","2021-02-27"
"50101491","50101285","4","222-0020-1LT","6.00","EA","2","2021-02-27"
"50101492","50101309","1","222-0001-1LT","30.00","EA","2","2021-02-27"
"50101492","50101309","2","222-7314-1LT","12.00","EA","2","2021-02-27"
"50101492","50101309","3","222-1316-1LT","6.00","EA","2","2021-02-27"
"50101493","50101308","1","281-8302-5KG","4.00","EA","2","2021-02-27"
"50101493","50101308","2","281-8377-5KG","4.00","EA","2","2021-02-27"
"50101494","50101295","1","245-1242-1LT","3.00","EA","2","2021-02-27"
"50101494","50101295","2","245-1239-1LT","3.00","EA","2","2021-02-27"
"50101494","50101295","3","245-3537-1LT","3.00","EA","2","2021-02-27"
"50101494","50101295","4","245-0035-1LT","3.00","EA","2","2021-02-27"
"50101494","50101295","5","245-2179-1LT","3.00","EA","2","2021-02-27"
"50101494","50101295","6","245-2190-1LT","3.00","EA","2","2021-02-27"
"50101494","50101295","7","245-7235-1LT","3.00","EA","2","2021-02-27"
"50101495","50101296","1","245-1741-1LT","2.00","EA","2","2021-02-27"
"50101495","50101296","2","245-2102-1LT","2.00","EA","2","2021-02-27"
"50101495","50101296","3","245-2407-1LT","2.00","EA","2","2021-02-27"
"50101495","50101296","4","245-0001-1LT","64.00","EA","2","2021-02-27"
"50101495","50101296","5","430-5040-1LTSET","6.00","EA","2","2021-02-27"
"50101496","50101297","1","222-2773-1LT","6.00","EA","2","2021-02-27"
"50101496","50101297","2","222-1741-1LT","6.00","EA","2","2021-02-27"
"50101496","50101297","3","222-0106-1LT","6.00","EA","2","2021-02-27"
"50101496","50101297","4","222-0001-1LT","22.00","EA","2","2021-02-27"
"50101497","50101298","1","222-3118-1LT","3.00","EA","2","2021-02-27"
"50101497","50101298","2","222-1109-1LT","3.00","EA","2","2021-02-27"
"50101497","50101298","3","222-3255-1LT","3.00","EA","2","2021-02-27"
"50101497","50101298","4","222-2285-1LT","3.00","EA","2","2021-02-27"
"50101497","50101298","5","222-6621-1LT","3.00","EA","2","2021-02-27"
"50101498","50101306","1","222-1605-1LT","3.00","EA","2","2021-02-27"
"50101498","50101306","2","222-5542-1LT","6.00","EA","2","2021-02-27"
"50101499","50101310","1","105-5343-0.9LTSET","12.00","EA","2","2021-02-27"
"50101500","50101311","1","222-1176-1LT","6.00","EA","2","2021-02-27"
"55101069","55100657","1","222-4455-1LT","3.00","EA","2","2021-02-04"
"55101069","55100657","2","222-1487-1LT","3.00","EA","2","2021-02-04"
"55101069","55100657","3","222-0001-1LT","12.00","EA","2","2021-02-04"
"55101069","55100657","4","222-2165-1LT","6.00","EA","2","2021-02-04"
"55101069","55100657","5","222-2833-1LT","6.00","EA","2","2021-02-04"
"55101069","55100657","6","245-2261-1LT","6.00","EA","2","2021-02-04"
"55101069","55100657","7","222-0022-1LT","3.00","EA","2","2021-02-04"
"55101070","55100662","1","083-0612-0.9LT","6.00","EA","2","2021-02-04"
"55101070","55100662","2","083-8756-0.9LT","6.00","EA","2","2021-02-04"
"55101070","55100662","3","083-0001-0.9LT","12.00","EA","2","2021-02-04"
"55101070","55100662","5","222-2833-1LT","12.00","EA","2","2021-02-04"
"55101070","55100662","6","222-4456-1LT","6.00","EA","2","2021-02-04"
"55101070","55100662","7","803-0049-1LT","6.00","EA","2","2021-02-04"
"55101071","55100663","2","281-A001-5KG","8.00","EA","2","2021-02-04"
"55101071","55100663","3","281-A001-25KG","3.00","EA","2","2021-02-04"
"55101071","55100663","4","591-0001-2.5LT","4.00","EA","2","2021-02-04"
"55101071","55100663","5","267-A001-2.5LT","8.00","EA","2","2021-02-04"
"55101072","55100664","1","442-0099-1LT","24.00","EA","2","2021-02-04"
"55101073","55100658","1","222-2120-1LT","9.00","EA","2","2021-02-04"
"55101073","55100658","2","222-3168-1LT","3.00","EA","2","2021-02-04"
"55101073","55100658","3","222-6621-1LT","3.00","EA","2","2021-02-04"
"55101073","55100658","4","245-3168-1LT","3.00","EA","2","2021-02-04"
"55101073","55100658","5","245-2179-1LT","3.00","EA","2","2021-02-04"
"55101073","55100658","6","245-3537-1LT","3.00","EA","2","2021-02-04"
"55101074","55100659","1","799-D-1LT","1.00","EA","2","2021-02-04"
"55101074","55100659","2","281-B001-5KG","4.00","EA","2","2021-02-04"
"55101074","55100659","3","292-A001-2.5LT","4.00","EA","2","2021-02-04"
"55101074","55100659","4","292-B001-2.5LT","4.00","EA","2","2021-02-04"
"55101074","55100659","5","281-2290-5KG","4.00","EA","2","2021-02-04"
"55101074","55100659","6","268-A001-2.5LT","4.00","EA","2","2021-02-04"
"55101074","55100659","7","591-0001-2.5LT","4.00","EA","2","2021-02-04"
"55101075","55100660","1","281-A001-5KG","8.00","EA","2","2021-02-04"
"55101075","55100660","2","281-A001-25KG","3.00","EA","2","2021-02-04"
"55101075","55100660","3","267-D001-2.5LT","4.00","EA","2","2021-02-04"
"55101075","55100660","4","292-A001-2.5LT","8.00","EA","2","2021-02-04"
"55101075","55100660","5","292-C001-2.5LT","4.00","EA","2","2021-02-04"
"55101075","55100660","6","591-0001-2.5LT","4.00","EA","2","2021-02-04"
"55101075","55100660","7","591-0001-20LT","2.00","EA","2","2021-02-04"
"55101076","55100661","1","799-C-1LT","2.00","EA","2","2021-02-04"
"55101076","55100661","2","799-B-1LT","2.00","EA","2","2021-02-04"
"55101077","55100667","1","223-1537-1LT","6.00","EA","2","2021-02-04"
"55101078","55100668","1","245-2752-1LT","1.00","EA","2","2021-02-04"
"55101078","55100668","2","245-3195-1LT","6.00","EA","2","2021-02-04"
"55101078","55100668","3","430-5040-1LTSET","6.00","EA","2","2021-02-04"
"55101078","55100668","4","222-0007-1LT","6.00","EA","2","2021-02-04"
"55101079","55100669","1","222-1605-1LT","2.00","EA","2","2021-02-04"
"55101079","55100669","2","222-1685-1LT","2.00","EA","2","2021-02-04"
"55101079","55100669","3","222-2651-1LT","6.00","EA","2","2021-02-04"
"55101079","55100669","4","222-2773-1LT","6.00","EA","2","2021-02-04"
"55101079","55100669","5","083-5703-0.9LT","4.00","EA","2","2021-02-04"
"55101079","55100669","6","741-0000-0.2LT","6.00","EA","2","2021-02-04"
"55101079","55100669","7","223-6678-1LT","2.00","EA","2","2021-02-04"
"55101080","55100670","1","281-A001-5KG","20.00","EA","2","2021-02-04"
"55101080","55100670","2","281-A001-25KG","10.00","EA","2","2021-02-04"
"55101080","55100670","3","281-B001-25KG","1.00","EA","2","2021-02-04"
"55101080","55100670","4","281-C001-5KG","4.00","EA","2","2021-02-04"
"55101080","55100670","5","267-A001-20LT","3.00","EA","2","2021-02-04"
"55101080","55100670","6","268-A001-2.5LT","4.00","EA","2","2021-02-04"
"55101080","55100670","7","268-A001-20LT","2.00","EA","2","2021-02-04"
"55101081","55100671","2","292-A001-2.5LT","8.00","EA","2","2021-02-04"
"55101081","55100671","3","292-B001-2.5LT","4.00","EA","2","2021-02-04"
"55101081","55100671","4","292-A001-20LT","2.00","EA","2","2021-02-04"
"55101081","55100671","6","223-6678-1LT","2.00","EA","2","2021-02-04"
"55101081","55100671","7","222-7110-1LT","6.00","EA","2","2021-02-04"
"55101082","55100672","1","083-2814-0.9LT","6.00","EA","2","2021-02-04"
"55101082","55100672","2","105-0001-0.9LTSET","4.00","EA","2","2021-02-04"
"55101082","55100672","3","741-0000-0.2LT","12.00","EA","2","2021-02-04"
"55101083","55100673","1","223-0404-1LT","2.00","EA","2","2021-02-04"
"55101083","55100673","2","222-1423-1LT","3.00","EA","2","2021-02-04"
"55101083","55100673","3","223-3834-1LT","2.00","EA","2","2021-02-04"
"55101083","55100673","5","222-1605-1LT","3.00","EA","2","2021-02-04"
"55101083","55100673","6","281-A001-25KG","2.00","EA","2","2021-02-04"
"55101083","55100673","7","281-B001-25KG","4.00","EA","2","2021-02-04"
"55101084","55100674","2","245-2407-1LT","2.00","EA","2","2021-02-04"
"55101084","55100674","3","083-0001-0.9LT","24.00","EA","2","2021-02-04"
"55101084","55100674","4","083-0009-0.9LT","6.00","EA","2","2021-02-04"
"55101084","55100674","5","083-2814-0.9LT","12.00","EA","2","2021-02-04"
"55101084","55100674","6","083-8754-0.9LT","6.00","EA","2","2021-02-04"
"55101085","55100675","1","222-4562-1LT","3.00","EA","2","2021-02-04"
"55101085","55100675","2","222-4563-1LT","3.00","EA","2","2021-02-04"
"55101085","55100675","3","083-2814-0.9LT","12.00","EA","2","2021-02-04"
"55101085","55100675","5","267-D001-2.5LT","4.00","EA","2","2021-02-04"
"55101085","55100675","6","281-B001-5KG","4.00","EA","2","2021-02-04"
"55101085","55100675","7","292-A001-2.5LT","4.00","EA","2","2021-02-04"
"55101086","55100676","1","268-D001-2.5LT","4.00","EA","2","2021-02-04"
"55101087","55100677","1","083-0001-0.9LT","12.00","EA","2","2021-02-04"
"55101087","55100677","2","083-3108-0.9LT","6.00","EA","2","2021-02-04"
"55101087","55100677","3","267-A001-20LT","1.00","EA","2","2021-02-04"
"55101087","55100677","4","281-A001-5KG","4.00","EA","2","2021-02-04"
"55101087","55100677","6","799-C-1LT","3.00","EA","2","2021-02-04"
"55101087","55100677","7","799-B-1LT","3.00","EA","2","2021-02-04"
"55101088","55100678","1","799-T-1LT","3.00","EA","2","2021-02-04"
"55101088","55100678","2","799-AXX-1LT","2.00","EA","2","2021-02-04"
"55101089","55100665","1","430-5040-1LTSET","12.00","EA","2","2021-02-04"
"55101089","55100665","2","245-0001-1LT","6.00","EA","2","2021-02-04"
"55101090","55100666","3","245-2179-1LT","3.00","EA","2","2021-02-04"
"55101090","55100666","4","245-2120-1LT","3.00","EA","2","2021-02-04"
"55101090","55100666","5","222-2179-1LT","6.00","EA","2","2021-02-04"
"55101091","55100679","1","430-5054-1LTSET","6.00","EA","2","2021-02-04"
"55101091","55100679","2","534-0620-1LTSET","18.00","EA","2","2021-02-04"
"55101092","55100680","1","222-0020-1LT","12.00","EA","2","2021-02-04"
"55101092","55100680","2","222-6621-1LT","12.00","EA","2","2021-02-04"
"55101092","55100680","3","222-4428-1LT","12.00","EA","2","2021-02-04"
"55101093","55100681","1","430-5050-1LTSET","12.00","EA","2","2021-02-04"
"55101093","55100681","2","245-0001-1LT","12.00","EA","2","2021-02-04"
"55101093","55100681","3","245-3537-1LT","3.00","EA","2","2021-02-04"
"55101093","55100681","4","245-3195-1LT","3.00","EA","2","2021-02-04"
"55101094","55100682","1","534-0600-1LTSET","24.00","EA","2","2021-02-04"
"55101094","55100682","2","534-0620-1LTSET","12.00","EA","2","2021-02-04"
"55101095","55100717","1","223-1504-1LT","9.00","EA","2","2021-02-04"
"55101096","55100718","1","268-C001-2.5LT","4.00","EA","2","2021-02-04"
"55101097","55100683","1","083-2814-0.9LT","60.00","EA","2","2021-02-04"
"55101097","55100683","2","083-0001-0.9LT","36.00","EA","2","2021-02-04"
"55101097","55100683","3","083-7610-0.9LT","6.00","EA","2","2021-02-04"
"55101097","55100683","4","083-8216-0.9LT","6.00","EA","2","2021-02-04"
"55101097","55100683","5","083-3565-0.9LT","6.00","EA","2","2021-02-04"
"55101097","55100683","6","083-5478-0.9LT","18.00","EA","2","2021-02-04"
"55101097","55100683","7","502-6640-1KG","6.00","EA","2","2021-02-04"
"55101098","55100684","2","222-4428-1LT","6.00","EA","2","2021-02-04"
"55101098","55100684","4","430-5040-1LTSET","30.00","EA","2","2021-02-04"
"55101098","55100684","6","083-0020-0.9LT","36.00","EA","2","2021-02-04"
"55101098","55100684","7","223-2726-1LT","6.00","EA","2","2021-02-04"
"55101099","55100685","1","245-0006-1LT","6.00","EA","2","2021-02-04"
"55101099","55100685","3","245-1187-1LT","3.00","EA","2","2021-02-04"
"55101099","55100685","4","534-0620-1LTSET","36.00","EA","2","2021-02-04"
"55101100","55100686","1","430-5040-1LTSET","30.00","EA","2","2021-02-04"
"55101100","55100686","2","222-6787-1LT","6.00","EA","2","2021-02-04"
"55101100","55100686","3","223-6678-1LT","6.00","EA","2","2021-02-04"
"55101100","55100686","5","222-2548-1LT","3.00","EA","2","2021-02-04"
"55101101","55100687","1","223-9430-1LT","2.00","EA","2","2021-02-04"
"55101101","55100687","2","223-7638-1LT","2.00","EA","2","2021-02-04"
"55101101","55100687","3","223-2726-1LT","2.00","EA","2","2021-02-04"
"55101101","55100687","4","223-1537-1LT","2.00","EA","2","2021-02-04"
"55101101","55100687","5","223-9444-1LT","2.00","EA","2","2021-02-04"
"55101101","55100687","6","223-5668-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","1","245-0001-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","2","245-1316-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","3","245-2179-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","4","245-2190-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","5","245-3195-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","6","245-3255-1LT","2.00","EA","2","2021-02-04"
"55101102","55100688","7","245-7235-1LT","2.00","EA","2","2021-02-04"
"55101103","55100690","1","430-5054-1LTSET","12.00","EA","2","2021-02-04"
"55101103","55100690","2","534-0620-1LTSET","18.00","EA","2","2021-02-04"
"55101104","55100689","1","430-5040-1LTSET","12.00","EA","2","2021-02-04"
"55101104","55100689","2","430-5050-1LTSET","12.00","EA","2","2021-02-04"
"55101105","55100691","1","803-0049-1LT","12.00","EA","2","2021-02-04"
"55101105","55100691","2","222-1156-1LT","4.00","EA","2","2021-02-04"
"55101106","55100692","1","222-2871-1LT","30.00","EA","2","2021-02-04"
"55101106","55100692","2","222-0001-1LT","18.00","EA","2","2021-02-04"
"55101106","55100692","3","222-0020-1LT","18.00","EA","2","2021-02-04"
"55101106","55100692","4","222-2833-1LT","18.00","EA","2","2021-02-04"
"55101106","55100692","5","222-6621-1LT","18.00","EA","2","2021-02-04"
"55101106","55100692","6","222-2102-1LT","12.00","EA","2","2021-02-04"
"55101106","55100692","7","222-1317-1LT","6.00","EA","2","2021-02-04"
"55101107","55100693","2","222-2651-1LT","6.00","EA","2","2021-02-04"
"55101107","55100693","3","222-0006-1LT","4.00","EA","2","2021-02-04"
"55101107","55100693","4","222-1109-1LT","4.00","EA","2","2021-02-04"
"55101107","55100693","5","222-2770-1LT","4.00","EA","2","2021-02-04"
"55101107","55100693","6","222-2127-1LT","4.00","EA","2","2021-02-04"
"55101107","55100693","7","222-4428-1LT","4.00","EA","2","2021-02-04"
"55101108","55100694","2","222-0119-1LT","2.00","EA","2","2021-02-05"
"55101108","55100694","3","222-1231-1LT","2.00","EA","2","2021-02-05"
"55101108","55100694","4","222-1522-1LT","2.00","EA","2","2021-02-05"
"55101108","55100694","5","222-1523-1LT","2.00","EA","2","2021-02-05"
"55101108","55100694","6","222-1316-1LT","2.00","EA","2","2021-02-05"
"55101108","55100694","7","222-1239-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","1","222-1422-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","2","222-2179-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","3","222-2190-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","4","222-2729-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","5","222-3168-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","6","222-3263-1LT","2.00","EA","2","2021-02-05"
"55101109","55100695","7","222-3461-1LT","2.00","EA","2","2021-02-05"
"55101110","55100696","1","222-4562-1LT","2.00","EA","2","2021-02-05"
"55101110","55100696","2","222-4563-1LT","2.00","EA","2","2021-02-05"
"55101110","55100696","3","222-5542-1LT","2.00","EA","2","2021-02-05"
"55101110","55100696","4","222-6241-1LT","2.00","EA","2","2021-02-05"
"55101111","55100697","1","430-5054-1LTSET","6.00","EA","2","2021-02-05"
"55101111","55100697","2","430-5040-1LTSET","18.00","EA","2","2021-02-05"
"55101112","55100698","1","743-0000-0.2LT","30.00","EA","2","2021-02-05"
